,kepid,koi_disposition
5053,8743244,FALSE POSITIVE
5054,8745553,CONFIRMED
5055,8746295,FALSE POSITIVE
5056,8746310,FALSE POSITIVE
5057,8747009,FALSE POSITIVE
5058,8747222,FALSE POSITIVE
5060,8748435,FALSE POSITIVE
5061,8749844,FALSE POSITIVE
5062,8750043,CONFIRMED
5063,8750094,FALSE POSITIVE
5064,8750503,FALSE POSITIVE
5065,8751796,CONFIRMED
5066,8751933,CONFIRMED
5068,8753657,CONFIRMED
5069,8753896,CONFIRMED
5070,8757213,FALSE POSITIVE
5071,8757824,CONFIRMED
5072,8757910,FALSE POSITIVE
5073,8758136,FALSE POSITIVE
5074,8758161,FALSE POSITIVE
5075,8758204,CONFIRMED
5076,8760040,CONFIRMED
5077,8760135,FALSE POSITIVE
5079,8761550,FALSE POSITIVE
5081,8766222,FALSE POSITIVE
5082,8766268,FALSE POSITIVE
5083,8766285,FALSE POSITIVE
5084,8766650,CONFIRMED
5085,8767034,FALSE POSITIVE
5086,8773015,CONFIRMED
5087,8773869,FALSE POSITIVE
5088,8773948,FALSE POSITIVE
5089,8780959,FALSE POSITIVE
5090,8780968,FALSE POSITIVE
5091,8781480,FALSE POSITIVE
5092,8784288,FALSE POSITIVE
5093,8800954,CONFIRMED
5094,8801316,CONFIRMED
5095,8801343,FALSE POSITIVE
5096,8802165,CONFIRMED
5097,8802693,CONFIRMED
5099,8803882,FALSE POSITIVE
5101,8804358,FALSE POSITIVE
5102,8804397,CONFIRMED
5104,8804845,CONFIRMED
5105,8804937,FALSE POSITIVE
5106,8805348,CONFIRMED
5107,8806072,CONFIRMED
5108,8806123,CONFIRMED
5112,8808064,FALSE POSITIVE
5115,8812360,FALSE POSITIVE
5116,8813404,FALSE POSITIVE
5119,8815031,FALSE POSITIVE
5121,8821936,FALSE POSITIVE
5122,8822216,CONFIRMED
5123,8822366,CONFIRMED
5125,8822585,FALSE POSITIVE
5126,8823397,FALSE POSITIVE
5127,8823426,FALSE POSITIVE
5128,8823833,FALSE POSITIVE
5129,8823868,FALSE POSITIVE
5130,8823893,FALSE POSITIVE
5131,8824737,CONFIRMED
5132,8826007,CONFIRMED
5133,8826168,CONFIRMED
5134,8826878,CONFIRMED
5137,8832512,CONFIRMED
5138,8832676,FALSE POSITIVE
5139,8836224,FALSE POSITIVE
5143,8841616,FALSE POSITIVE
5144,8845026,FALSE POSITIVE
5145,8845205,CONFIRMED
5146,8845221,FALSE POSITIVE
5148,8845574,FALSE POSITIVE
5149,8846163,FALSE POSITIVE
5150,8846809,FALSE POSITIVE
5151,8847111,FALSE POSITIVE
5152,8848104,FALSE POSITIVE
5153,8848115,FALSE POSITIVE
5154,8848271,FALSE POSITIVE
5155,8848288,FALSE POSITIVE
5156,8866102,CONFIRMED
5157,8866137,CONFIRMED
5158,8868364,FALSE POSITIVE
5160,8868649,FALSE POSITIVE
5161,8868657,FALSE POSITIVE
5162,8868686,FALSE POSITIVE
5163,8868907,FALSE POSITIVE
5164,8869680,FALSE POSITIVE
5167,8873450,CONFIRMED
5168,8873674,FALSE POSITIVE
5170,8874090,CONFIRMED
5171,8878187,CONFIRMED
5172,8878681,FALSE POSITIVE
5173,8879427,FALSE POSITIVE
5174,8879915,FALSE POSITIVE
5175,8880003,FALSE POSITIVE
5176,8880123,CONFIRMED
5179,8882847,FALSE POSITIVE
5180,8883329,CONFIRMED
5181,8883593,CONFIRMED
5182,8883727,FALSE POSITIVE
5183,8884274,CONFIRMED
5184,8885643,CONFIRMED
5185,8885673,FALSE POSITIVE
5187,8890150,CONFIRMED
5189,8890783,CONFIRMED
5191,8890996,FALSE POSITIVE
5192,8891278,FALSE POSITIVE
5193,8891318,FALSE POSITIVE
5194,8891684,CONFIRMED
5195,8892157,CONFIRMED
5196,8892303,CONFIRMED
5197,8892720,FALSE POSITIVE
5198,8892721,FALSE POSITIVE
5199,8892910,FALSE POSITIVE
5201,8895758,CONFIRMED
5202,8904714,FALSE POSITIVE
5204,8906045,FALSE POSITIVE
5205,8906676,FALSE POSITIVE
5206,8908102,FALSE POSITIVE
5207,8912730,FALSE POSITIVE
5208,8914779,FALSE POSITIVE
5210,8916492,FALSE POSITIVE
5211,8934103,CONFIRMED
5212,8934495,CONFIRMED
5213,8935352,FALSE POSITIVE
5214,8935810,CONFIRMED
5215,8937019,FALSE POSITIVE
5216,8937021,FALSE POSITIVE
5218,8937762,FALSE POSITIVE
5219,8938628,FALSE POSITIVE
5220,8938937,FALSE POSITIVE
5221,8939211,FALSE POSITIVE
5222,8939650,FALSE POSITIVE
5223,8940700,FALSE POSITIVE
5224,8940918,FALSE POSITIVE
5225,8940961,FALSE POSITIVE
5227,8947520,CONFIRMED
5228,8948424,FALSE POSITIVE
5229,8949247,FALSE POSITIVE
5230,8949316,FALSE POSITIVE
5231,8949512,FALSE POSITIVE
5233,8950568,CONFIRMED
5234,8950853,CONFIRMED
5235,8951205,CONFIRMED
5237,8953059,FALSE POSITIVE
5238,8953257,FALSE POSITIVE
5240,8953281,FALSE POSITIVE
5241,8953296,FALSE POSITIVE
5242,8953414,FALSE POSITIVE
5243,8953426,FALSE POSITIVE
5244,8953475,FALSE POSITIVE
5245,8955709,FALSE POSITIVE
5246,8955741,FALSE POSITIVE
5247,8956206,CONFIRMED
5248,8956706,FALSE POSITIVE
5249,8957572,FALSE POSITIVE
5250,8957954,FALSE POSITIVE
5251,8958035,FALSE POSITIVE
5252,8958359,FALSE POSITIVE
5256,8959839,CONFIRMED
5257,8960918,FALSE POSITIVE
5258,8962007,FALSE POSITIVE
5259,8962094,CONFIRMED
5260,8963721,FALSE POSITIVE
5262,8971432,FALSE POSITIVE
5263,8972058,CONFIRMED
5264,8973000,FALSE POSITIVE
5265,8973129,CONFIRMED
5267,8975368,FALSE POSITIVE
5268,8975776,FALSE POSITIVE
5269,8977176,FALSE POSITIVE
5270,8978528,CONFIRMED
5271,8979500,FALSE POSITIVE
5272,8984706,FALSE POSITIVE
5273,8984755,FALSE POSITIVE
5274,9001468,FALSE POSITIVE
5275,9002237,FALSE POSITIVE
5276,9002278,CONFIRMED
5278,9003126,FALSE POSITIVE
5279,9003401,CONFIRMED
5281,9005854,FALSE POSITIVE
5282,9006186,CONFIRMED
5283,9006449,CONFIRMED
5285,9007609,FALSE POSITIVE
5286,9007866,FALSE POSITIVE
5287,9007918,FALSE POSITIVE
5288,9007953,FALSE POSITIVE
5290,9008125,FALSE POSITIVE
5292,9008737,CONFIRMED
5293,9009036,CONFIRMED
5294,9009953,CONFIRMED
5295,9011825,CONFIRMED
5296,9011874,FALSE POSITIVE
5300,9015738,CONFIRMED
5301,9016295,FALSE POSITIVE
5302,9016592,FALSE POSITIVE
5306,9020114,CONFIRMED
5307,9020160,CONFIRMED
5308,9021047,FALSE POSITIVE
5309,9021075,CONFIRMED
5310,9022166,CONFIRMED
5311,9024568,FALSE POSITIVE
5312,9024857,FALSE POSITIVE
5313,9025662,FALSE POSITIVE
5315,9025914,FALSE POSITIVE
5316,9025922,FALSE POSITIVE
5317,9025971,CONFIRMED
5320,9026749,CONFIRMED
5321,9027841,FALSE POSITIVE
5322,9027909,CONFIRMED
5323,9028474,FALSE POSITIVE
5324,9029486,FALSE POSITIVE
5325,9030447,FALSE POSITIVE
5326,9030537,CONFIRMED
5327,9031209,CONFIRMED
5330,9034103,CONFIRMED
5331,9040849,FALSE POSITIVE
5332,9042357,FALSE POSITIVE
5335,9044228,CONFIRMED
5337,9048145,FALSE POSITIVE
5338,9048161,FALSE POSITIVE
5339,9049010,FALSE POSITIVE
5340,9049550,FALSE POSITIVE
5341,9049673,FALSE POSITIVE
5342,9049697,FALSE POSITIVE
5343,9053086,FALSE POSITIVE
5344,9053112,FALSE POSITIVE
5345,9070666,CONFIRMED
5346,9071386,FALSE POSITIVE
5347,9071593,CONFIRMED
5348,9072190,CONFIRMED
5351,9075882,FALSE POSITIVE
5352,9076513,CONFIRMED
5353,9076971,CONFIRMED
5354,9077124,CONFIRMED
5355,9079587,FALSE POSITIVE
5358,9079915,FALSE POSITIVE
5359,9083470,FALSE POSITIVE
5360,9083503,FALSE POSITIVE
5361,9083564,FALSE POSITIVE
5364,9084832,FALSE POSITIVE
5366,9085563,CONFIRMED
5367,9086001,FALSE POSITIVE
5369,9086251,CONFIRMED
5370,9087071,FALSE POSITIVE
5374,9091755,FALSE POSITIVE
5375,9092496,FALSE POSITIVE
5376,9092504,CONFIRMED
5377,9092897,FALSE POSITIVE
5379,9093566,FALSE POSITIVE
5380,9093859,FALSE POSITIVE
5381,9094763,FALSE POSITIVE
5382,9097120,FALSE POSITIVE
5384,9097892,FALSE POSITIVE
5385,9098590,FALSE POSITIVE
5386,9098810,FALSE POSITIVE
5389,9099950,FALSE POSITIVE
5391,9100953,CONFIRMED
5392,9101208,FALSE POSITIVE
5393,9101271,FALSE POSITIVE
5394,9101279,FALSE POSITIVE
5395,9101400,FALSE POSITIVE
5396,9101496,CONFIRMED
5397,9108058,FALSE POSITIVE
5398,9108085,FALSE POSITIVE
5400,9110346,FALSE POSITIVE
5401,9110357,FALSE POSITIVE
5404,9112931,CONFIRMED
5405,9114508,FALSE POSITIVE
5407,9115681,FALSE POSITIVE
5408,9115800,CONFIRMED
5409,9116075,FALSE POSITIVE
5411,9117123,FALSE POSITIVE
5412,9117416,CONFIRMED
5413,9118340,FALSE POSITIVE
5414,9118858,FALSE POSITIVE
5415,9119405,FALSE POSITIVE
5417,9119568,FALSE POSITIVE
5418,9119652,FALSE POSITIVE
5419,9137257,FALSE POSITIVE
5420,9139084,CONFIRMED
5422,9141355,CONFIRMED
5423,9141746,CONFIRMED
5424,9142225,FALSE POSITIVE
5425,9142334,FALSE POSITIVE
5427,9142742,FALSE POSITIVE
5428,9143254,FALSE POSITIVE
5429,9145415,FALSE POSITIVE
5431,9146018,CONFIRMED
5435,9150827,CONFIRMED
5437,9153246,FALSE POSITIVE
5438,9153554,FALSE POSITIVE
5439,9153570,CONFIRMED
5441,9156585,FALSE POSITIVE
5442,9156957,FALSE POSITIVE
5445,9157634,CONFIRMED
5446,9157908,FALSE POSITIVE
5447,9159198,FALSE POSITIVE
5448,9159242,FALSE POSITIVE
5449,9159265,FALSE POSITIVE
5450,9159275,FALSE POSITIVE
5452,9159301,FALSE POSITIVE
5453,9159461,FALSE POSITIVE
5454,9161118,FALSE POSITIVE
5455,9162741,FALSE POSITIVE
5456,9163674,FALSE POSITIVE
5457,9164003,FALSE POSITIVE
5458,9164788,FALSE POSITIVE
5459,9164836,FALSE POSITIVE
5461,9166862,CONFIRMED
5462,9166870,FALSE POSITIVE
5463,9171801,FALSE POSITIVE
5464,9171886,FALSE POSITIVE
5465,9172506,FALSE POSITIVE
5467,9177629,CONFIRMED
5468,9178185,FALSE POSITIVE
5469,9178502,FALSE POSITIVE
5471,9179531,FALSE POSITIVE
5472,9180282,FALSE POSITIVE
5473,9180566,FALSE POSITIVE
5474,9181340,FALSE POSITIVE
5475,9181402,FALSE POSITIVE
5476,9183378,CONFIRMED
5480,9205907,CONFIRMED
5481,9205938,CONFIRMED
5482,9205993,FALSE POSITIVE
5483,9207508,FALSE POSITIVE
5484,9209183,FALSE POSITIVE
5485,9209624,CONFIRMED
5486,9209808,FALSE POSITIVE
5488,9210387,CONFIRMED
5491,9210823,FALSE POSITIVE
5492,9210828,FALSE POSITIVE
5494,9214712,FALSE POSITIVE
5496,9214715,FALSE POSITIVE
5497,9214942,CONFIRMED
5498,9216231,FALSE POSITIVE
5499,9216775,CONFIRMED
5500,9216810,FALSE POSITIVE
5502,9220612,FALSE POSITIVE
5504,9221398,FALSE POSITIVE
5505,9221517,CONFIRMED
5508,9222516,FALSE POSITIVE
5510,9225395,CONFIRMED
5511,9226339,FALSE POSITIVE
5513,9229657,CONFIRMED
5516,9236858,FALSE POSITIVE
5517,9239670,FALSE POSITIVE
5518,9240664,FALSE POSITIVE
5519,9243795,FALSE POSITIVE
5520,9244508,CONFIRMED
5521,9244756,CONFIRMED
5522,9246715,FALSE POSITIVE
5523,9264949,CONFIRMED
5524,9265521,FALSE POSITIVE
5525,9266285,FALSE POSITIVE
5526,9266431,CONFIRMED
5529,9268456,FALSE POSITIVE
5530,9269042,CONFIRMED
5531,9269281,CONFIRMED
5532,9271739,FALSE POSITIVE
5533,9271752,CONFIRMED
5534,9272070,CONFIRMED
5536,9274431,FALSE POSITIVE
5537,9277210,FALSE POSITIVE
5538,9277896,CONFIRMED
5539,9278021,FALSE POSITIVE
5541,9278553,FALSE POSITIVE
5543,9278725,CONFIRMED
5544,9279354,CONFIRMED
5545,9279669,CONFIRMED
5546,9280239,CONFIRMED
5547,9282687,FALSE POSITIVE
5548,9282762,FALSE POSITIVE
5549,9282769,FALSE POSITIVE
5552,9284741,FALSE POSITIVE
5553,9285265,CONFIRMED
5554,9285568,CONFIRMED
5556,9286728,FALSE POSITIVE
5558,9288786,FALSE POSITIVE
5560,9289960,FALSE POSITIVE
5561,9291039,FALSE POSITIVE
5562,9291368,FALSE POSITIVE
5563,9291378,FALSE POSITIVE
5564,9291629,FALSE POSITIVE
5565,9291748,FALSE POSITIVE
5567,9292130,FALSE POSITIVE
5569,9300285,FALSE POSITIVE
5570,9301506,FALSE POSITIVE
5572,9302543,FALSE POSITIVE
5573,9304101,CONFIRMED
5574,9304561,FALSE POSITIVE
5575,9304842,FALSE POSITIVE
5576,9304923,FALSE POSITIVE
5578,9305012,FALSE POSITIVE
5579,9305831,CONFIRMED
5580,9306677,FALSE POSITIVE
5581,9307105,FALSE POSITIVE
5582,9307509,CONFIRMED
5583,9307966,FALSE POSITIVE
5584,9328641,FALSE POSITIVE
5585,9328852,FALSE POSITIVE
5586,9328864,FALSE POSITIVE
5589,9334289,CONFIRMED
5590,9334490,FALSE POSITIVE
5592,9336200,CONFIRMED
5594,9340460,FALSE POSITIVE
5595,9343862,FALSE POSITIVE
5596,9344623,FALSE POSITIVE
5597,9345819,FALSE POSITIVE
5599,9346253,FALSE POSITIVE
5600,9347009,CONFIRMED
5601,9347066,FALSE POSITIVE
5602,9347899,CONFIRMED
5603,9349482,CONFIRMED
5604,9349757,CONFIRMED
5605,9351316,CONFIRMED
5606,9351920,CONFIRMED
5607,9353182,FALSE POSITIVE
5608,9353314,CONFIRMED
5609,9353742,CONFIRMED
5610,9357275,FALSE POSITIVE
5611,9357375,FALSE POSITIVE
5612,9357578,FALSE POSITIVE
5613,9362842,FALSE POSITIVE
5615,9364290,CONFIRMED
5616,9364609,CONFIRMED
5617,9366617,CONFIRMED
5618,9366886,FALSE POSITIVE
5619,9366988,FALSE POSITIVE
5620,9366989,FALSE POSITIVE
5621,9368524,FALSE POSITIVE
5622,9369366,FALSE POSITIVE
5623,9386171,FALSE POSITIVE
5624,9388479,CONFIRMED
5625,9388557,FALSE POSITIVE
5628,9390653,CONFIRMED
5629,9390655,FALSE POSITIVE
5630,9391208,CONFIRMED
5631,9391506,CONFIRMED
5633,9392016,FALSE POSITIVE
5634,9392702,FALSE POSITIVE
5635,9394601,FALSE POSITIVE
5636,9394605,FALSE POSITIVE
5637,9394762,FALSE POSITIVE
5638,9394768,FALSE POSITIVE
5639,9394920,FALSE POSITIVE
5641,9395024,CONFIRMED
5642,9395719,CONFIRMED
5643,9396760,FALSE POSITIVE
5646,9401997,CONFIRMED
5647,9402583,FALSE POSITIVE
5648,9402670,FALSE POSITIVE
5649,9402859,FALSE POSITIVE
5650,9405541,FALSE POSITIVE
5651,9405595,CONFIRMED
5652,9406892,FALSE POSITIVE
5653,9406990,CONFIRMED
5654,9407689,FALSE POSITIVE
5655,9409493,FALSE POSITIVE
5656,9410930,CONFIRMED
5657,9411166,CONFIRMED
5658,9411317,FALSE POSITIVE
5659,9411412,CONFIRMED
5660,9411943,FALSE POSITIVE
5661,9412267,FALSE POSITIVE
5662,9412445,FALSE POSITIVE
5663,9412462,FALSE POSITIVE
5664,9412623,CONFIRMED
5665,9412760,CONFIRMED
5668,9415108,CONFIRMED
5669,9415172,CONFIRMED
5671,9418508,FALSE POSITIVE
5673,9418994,FALSE POSITIVE
5676,9426071,FALSE POSITIVE
5678,9429631,FALSE POSITIVE
5679,9446824,FALSE POSITIVE
5680,9447166,CONFIRMED
5681,9449320,FALSE POSITIVE
5682,9450647,CONFIRMED
5683,9451096,FALSE POSITIVE
5684,9451127,FALSE POSITIVE
5685,9451521,FALSE POSITIVE
5686,9451706,CONFIRMED
5688,9455322,FALSE POSITIVE
5689,9455325,CONFIRMED
5690,9455526,FALSE POSITIVE
5691,9455556,CONFIRMED
5692,9455677,CONFIRMED
5695,9457533,FALSE POSITIVE
5699,9458343,CONFIRMED
5700,9458613,CONFIRMED
5702,9463329,FALSE POSITIVE
5703,9466042,FALSE POSITIVE
5704,9466429,CONFIRMED
5706,9466668,CONFIRMED
5707,9467404,CONFIRMED
5708,9468296,FALSE POSITIVE
5709,9468382,FALSE POSITIVE
5710,9468384,FALSE POSITIVE
5711,9468551,CONFIRMED
5712,9468717,FALSE POSITIVE
5715,9471268,CONFIRMED
5716,9471539,FALSE POSITIVE
5717,9471755,FALSE POSITIVE
5718,9471974,CONFIRMED
5719,9472000,CONFIRMED
5720,9472074,CONFIRMED
5723,9473078,CONFIRMED
5724,9474222,FALSE POSITIVE
5725,9474232,FALSE POSITIVE
5726,9474483,FALSE POSITIVE
5727,9474485,FALSE POSITIVE
5728,9474493,FALSE POSITIVE
5730,9474969,FALSE POSITIVE
5731,9475552,CONFIRMED
5733,9478990,CONFIRMED
5734,9479273,CONFIRMED
5736,9479460,FALSE POSITIVE
5737,9480189,CONFIRMED
5738,9480310,CONFIRMED
5740,9480535,CONFIRMED
5742,9489348,FALSE POSITIVE
5743,9489524,CONFIRMED
5744,9489947,FALSE POSITIVE
5745,9489953,FALSE POSITIVE
5747,9490653,FALSE POSITIVE
5749,9509207,FALSE POSITIVE
5750,9509223,FALSE POSITIVE
5752,9512687,CONFIRMED
5755,9513865,CONFIRMED
5757,9516728,FALSE POSITIVE
5758,9517242,FALSE POSITIVE
5759,9517393,CONFIRMED
5760,9518318,CONFIRMED
5761,9518558,FALSE POSITIVE
5762,9518651,FALSE POSITIVE
5764,9520443,FALSE POSITIVE
5765,9520668,FALSE POSITIVE
5766,9520700,FALSE POSITIVE
5767,9520838,CONFIRMED
5769,9527334,CONFIRMED
5770,9527915,CONFIRMED
5771,9528420,FALSE POSITIVE
5772,9528430,FALSE POSITIVE
5773,9529148,FALSE POSITIVE
5774,9529294,FALSE POSITIVE
5775,9529733,FALSE POSITIVE
5776,9529744,CONFIRMED
5777,9529856,FALSE POSITIVE
5778,9530945,CONFIRMED
5779,9531850,FALSE POSITIVE
5780,9532052,CONFIRMED
5781,9532117,FALSE POSITIVE
5782,9532123,FALSE POSITIVE
5783,9532421,FALSE POSITIVE
5784,9532424,FALSE POSITIVE
5786,9532637,FALSE POSITIVE
5788,9532997,FALSE POSITIVE
5789,9533489,FALSE POSITIVE
5791,9535080,FALSE POSITIVE
5792,9535876,FALSE POSITIVE
5793,9535881,FALSE POSITIVE
5794,9536048,FALSE POSITIVE
5796,9536692,FALSE POSITIVE
5798,9536836,FALSE POSITIVE
5799,9540450,FALSE POSITIVE
5800,9540675,FALSE POSITIVE
5801,9541089,FALSE POSITIVE
5802,9541094,FALSE POSITIVE
5803,9541144,FALSE POSITIVE
5804,9541163,FALSE POSITIVE
5806,9541322,FALSE POSITIVE
5807,9541567,FALSE POSITIVE
5808,9543302,FALSE POSITIVE
5809,9549471,FALSE POSITIVE
5810,9549472,FALSE POSITIVE
5811,9549648,CONFIRMED
5812,9551430,FALSE POSITIVE
5814,9569711,CONFIRMED
5815,9569866,FALSE POSITIVE
5816,9570741,CONFIRMED
5818,9573539,CONFIRMED
5819,9573685,CONFIRMED
5824,9576197,FALSE POSITIVE
5825,9577855,FALSE POSITIVE
5826,9578686,CONFIRMED
5827,9579072,FALSE POSITIVE
5828,9579192,FALSE POSITIVE
5830,9579499,FALSE POSITIVE
5832,9579641,CONFIRMED
5833,9579753,FALSE POSITIVE
5834,9579789,FALSE POSITIVE
5835,9579860,FALSE POSITIVE
5838,9581498,FALSE POSITIVE
5840,9582496,FALSE POSITIVE
5841,9583881,CONFIRMED
5844,9588880,FALSE POSITIVE
5845,9589323,CONFIRMED
5846,9589524,CONFIRMED
5847,9590976,CONFIRMED
5848,9591070,FALSE POSITIVE
5849,9591728,FALSE POSITIVE
5850,9592575,FALSE POSITIVE
5851,9592579,FALSE POSITIVE
5853,9592705,CONFIRMED
5854,9592831,FALSE POSITIVE
5855,9592850,FALSE POSITIVE
5856,9592855,FALSE POSITIVE
5857,9593528,FALSE POSITIVE
5858,9593757,FALSE POSITIVE
5859,9593759,FALSE POSITIVE
5860,9593773,FALSE POSITIVE
5861,9594184,FALSE POSITIVE
5862,9594992,FALSE POSITIVE
5863,9595686,FALSE POSITIVE
5864,9595827,CONFIRMED
5865,9595956,FALSE POSITIVE
5867,9596089,FALSE POSITIVE
5868,9596187,FALSE POSITIVE
5871,9597058,CONFIRMED
5872,9597095,FALSE POSITIVE
5873,9597345,CONFIRMED
5874,9597411,FALSE POSITIVE
5875,9597729,FALSE POSITIVE
5876,9597806,CONFIRMED
5877,9597854,FALSE POSITIVE
5878,9598315,FALSE POSITIVE
5879,9602421,FALSE POSITIVE
5880,9602431,FALSE POSITIVE
5881,9602514,FALSE POSITIVE
5882,9602538,FALSE POSITIVE
5883,9602562,FALSE POSITIVE
5884,9602595,FALSE POSITIVE
5886,9602658,FALSE POSITIVE
5887,9602775,FALSE POSITIVE
5889,9605514,CONFIRMED
5891,9607164,CONFIRMED
5892,9612825,FALSE POSITIVE
5893,9613070,FALSE POSITIVE
5894,9630640,FALSE POSITIVE
5895,9631762,CONFIRMED
5896,9631995,CONFIRMED
5897,9632895,FALSE POSITIVE
5899,9635510,FALSE POSITIVE
5901,9635529,FALSE POSITIVE
5902,9635606,CONFIRMED
5903,9636135,CONFIRMED
5904,9636559,FALSE POSITIVE
5905,9636563,FALSE POSITIVE
5906,9636569,FALSE POSITIVE
5907,9637299,FALSE POSITIVE
5908,9639021,FALSE POSITIVE
5911,9640439,FALSE POSITIVE
5913,9640907,FALSE POSITIVE
5914,9640921,FALSE POSITIVE
5915,9640924,FALSE POSITIVE
5916,9640931,FALSE POSITIVE
5917,9640946,FALSE POSITIVE
5918,9640962,FALSE POSITIVE
5919,9640976,FALSE POSITIVE
5920,9640985,FALSE POSITIVE
5921,9641008,FALSE POSITIVE
5922,9641018,FALSE POSITIVE
5923,9641031,FALSE POSITIVE
5924,9641041,FALSE POSITIVE
5925,9641076,FALSE POSITIVE
5926,9641103,FALSE POSITIVE
5927,9641144,FALSE POSITIVE
5928,9641481,CONFIRMED
5930,9642292,CONFIRMED
5931,9643043,FALSE POSITIVE
5932,9643210,FALSE POSITIVE
5933,9643874,CONFIRMED
5934,9644411,FALSE POSITIVE
5935,9644683,FALSE POSITIVE
5936,9645188,FALSE POSITIVE
5937,9649205,FALSE POSITIVE
5938,9649222,FALSE POSITIVE
5939,9649706,CONFIRMED
5942,9650808,CONFIRMED
5943,9650989,CONFIRMED
5944,9651155,FALSE POSITIVE
5945,9651234,CONFIRMED
5947,9651668,CONFIRMED
5948,9652166,FALSE POSITIVE
5949,9652632,FALSE POSITIVE
5950,9652649,FALSE POSITIVE
5951,9652655,FALSE POSITIVE
5953,9654468,CONFIRMED
5955,9655005,FALSE POSITIVE
5956,9655129,FALSE POSITIVE
5957,9655419,FALSE POSITIVE
5958,9655424,FALSE POSITIVE
5960,9655792,FALSE POSITIVE
5961,9655858,FALSE POSITIVE
5962,9656252,CONFIRMED
5963,9656397,FALSE POSITIVE
5964,9656543,FALSE POSITIVE
5965,9656547,FALSE POSITIVE
5966,9657636,FALSE POSITIVE
5968,9658118,FALSE POSITIVE
5969,9658192,FALSE POSITIVE
5971,9661869,FALSE POSITIVE
5972,9661877,FALSE POSITIVE
5973,9661979,CONFIRMED
5974,9662475,FALSE POSITIVE
5975,9662811,CONFIRMED
5976,9663113,CONFIRMED
5977,9664142,CONFIRMED
5978,9664215,FALSE POSITIVE
5980,9665503,FALSE POSITIVE
5981,9665922,FALSE POSITIVE
5982,9673173,FALSE POSITIVE
5984,9674564,FALSE POSITIVE
5985,9674592,FALSE POSITIVE
5986,9674608,FALSE POSITIVE
5988,9692128,FALSE POSITIVE
5989,9692336,FALSE POSITIVE
5990,9692345,FALSE POSITIVE
5991,9692557,FALSE POSITIVE
5992,9693006,CONFIRMED
5994,9696358,CONFIRMED
5997,9701962,CONFIRMED
5998,9702006,CONFIRMED
5999,9702072,CONFIRMED
6002,9704384,CONFIRMED
6003,9705459,FALSE POSITIVE
6004,9705620,FALSE POSITIVE
6005,9710326,CONFIRMED
6006,9710611,FALSE POSITIVE
6007,9710626,FALSE POSITIVE
6008,9710792,FALSE POSITIVE
6009,9711297,FALSE POSITIVE
6010,9711751,FALSE POSITIVE
6012,9714123,FALSE POSITIVE
6013,9714358,FALSE POSITIVE
6014,9714550,CONFIRMED
6015,9714696,FALSE POSITIVE
6016,9715631,CONFIRMED
6017,9715925,FALSE POSITIVE
6018,9715939,FALSE POSITIVE
6020,9716302,FALSE POSITIVE
6021,9716391,CONFIRMED
6022,9717943,CONFIRMED
6023,9717958,FALSE POSITIVE
6024,9718066,CONFIRMED
6025,9718379,FALSE POSITIVE
6026,9719634,FALSE POSITIVE
6027,9719636,FALSE POSITIVE
6029,9724984,FALSE POSITIVE
6030,9724993,FALSE POSITIVE
6032,9726659,CONFIRMED
6034,9728465,FALSE POSITIVE
6035,9729691,CONFIRMED
6036,9730163,CONFIRMED
6037,9735426,CONFIRMED
6038,9752973,FALSE POSITIVE
6039,9752982,FALSE POSITIVE
6040,9753154,CONFIRMED
6041,9757613,CONFIRMED
6044,9758615,FALSE POSITIVE
6045,9761199,FALSE POSITIVE
6046,9761573,FALSE POSITIVE
6047,9761615,CONFIRMED
6048,9761882,CONFIRMED
6049,9762514,FALSE POSITIVE
6050,9762519,FALSE POSITIVE
6051,9763348,CONFIRMED
6052,9763612,CONFIRMED
6053,9763754,FALSE POSITIVE
6054,9765975,CONFIRMED
6055,9766437,CONFIRMED
6056,9767392,FALSE POSITIVE
6057,9770983,FALSE POSITIVE
6058,9771576,FALSE POSITIVE
6059,9771920,FALSE POSITIVE
6062,9773869,FALSE POSITIVE
6064,9774400,FALSE POSITIVE
6065,9775253,FALSE POSITIVE
6067,9775475,FALSE POSITIVE
6068,9775938,CONFIRMED
6069,9776186,FALSE POSITIVE
6072,9777062,FALSE POSITIVE
6073,9777087,FALSE POSITIVE
6074,9777089,FALSE POSITIVE
6075,9777090,FALSE POSITIVE
6076,9777200,FALSE POSITIVE
6077,9777251,FALSE POSITIVE
6078,9777256,FALSE POSITIVE
6079,9777290,FALSE POSITIVE
6080,9777556,FALSE POSITIVE
6081,9777724,FALSE POSITIVE
6082,9777757,FALSE POSITIVE
6083,9777990,FALSE POSITIVE
6084,9780149,FALSE POSITIVE
6085,9782691,CONFIRMED
6087,9783760,FALSE POSITIVE
6088,9784222,FALSE POSITIVE
6089,9784230,FALSE POSITIVE
6090,9785454,FALSE POSITIVE
6091,9785921,FALSE POSITIVE
6092,9786017,FALSE POSITIVE
6093,9786821,FALSE POSITIVE
6094,9787239,CONFIRMED
6095,9790806,CONFIRMED
6096,9790965,FALSE POSITIVE
6098,9813499,CONFIRMED
6099,9813678,FALSE POSITIVE
6101,9818381,CONFIRMED
6102,9818462,CONFIRMED
6103,9818732,FALSE POSITIVE
6104,9820483,CONFIRMED
6105,9821078,FALSE POSITIVE
6106,9821151,FALSE POSITIVE
6108,9821454,CONFIRMED
6109,9822284,FALSE POSITIVE
6110,9823457,CONFIRMED
